Claim_ID,Customer_ID,Policy_Type,Claim_Amount,Status,Processing_Time_Days,Region,Submission_Date,Approval_Date
376,12842,Motor,89827.33,Approved,7.0,West,2024-01-13,2024-01-20
377,15698,Motor,126535.21,Approved,38.0,West,2024-01-25,2024-03-03
378,11582,Motor,134929.54,Approved,34.0,North,2024-08-11,2024-09-14
379,14848,Health,111570.17,Approved,32.0,South,2024-05-02,2024-06-03
380,19905,Motor,45025.22,Approved,42.0,North,2024-05-08,2024-06-19
381,13138,Motor,152252.89,Approved,19.0,West,2024-10-31,2024-11-19
382,14755,Travel,161731.63,Approved,39.0,South,2024-05-01,2024-06-09
383,11517,Motor,112830.24,Approved,32.0,West,2024-02-04,2024-03-07
384,14642,Motor,100269.43,Rejected,17.0,North,2024-03-23,2024-04-09
385,15196,Motor,27217.95,Approved,41.0,North,2024-11-04,2024-12-15
386,13768,Property,21370.57,Rejected,38.0,West,2024-06-30,2024-08-07
387,16198,Health,71215.14,Approved,15.0,East,2024-03-16,2024-03-31
388,18072,Motor,65615.0,Approved,40.0,East,2024-04-13,2024-05-23
389,19688,Travel,190963.01,Approved,5.0,North,2024-08-19,2024-08-24
390,15558,Travel,157806.43,Approved,31.0,North,2024-10-29,2024-11-29
391,19927,Motor,133685.24,Approved,34.0,East,2024-02-12,2024-03-17
392,11343,Health,105941.38,Approved,37.0,East,2024-04-02,2024-05-09
393,15490,Health,37636.67,Rejected,31.0,West,2024-05-23,2024-06-23
394,15335,Health,195799.05,Approved,15.0,West,2024-09-10,2024-09-25
395,10048,Motor,78132.94,Approved,24.0,East,2024-03-18,2024-04-11
396,15916,Travel,25850.49,Rejected,29.0,West,2024-09-19,2024-10-18
397,12510,Health,101290.78,Rejected,8.0,West,2024-03-10,2024-03-18
398,16225,Motor,175429.61,Approved,43.0,South,2024-05-28,2024-07-10
399,13660,Motor,178021.75,Approved,11.0,West,2024-10-18,2024-10-29
400,11746,Motor,7138.35,Rejected,5.0,North,2024-08-01,2024-08-06
401,18687,Motor,177827.67,Approved,39.0,West,2024-12-25,2025-02-02
402,18170,Health,57939.42,Approved,14.0,West,2024-11-05,2024-11-19
403,10633,Motor,12599.61,Approved,22.0,East,2024-05-26,2024-06-17
404,16980,Motor,170319.1,Rejected,34.0,North,2024-01-25,2024-02-28
405,12720,Health,173454.02,Approved,41.0,West,2024-11-18,2024-12-29
406,10175,Motor,121265.06,Pending,,West,2024-04-18,
407,18830,Property,117014.58,Approved,24.0,South,2024-06-29,2024-07-23
408,18152,Motor,163558.45,Rejected,33.0,West,2024-09-07,2024-10-10
409,13357,Motor,158330.36,Approved,6.0,West,2024-07-21,2024-07-27
410,14392,Motor,178570.57,Approved,27.0,South,2024-10-30,2024-11-26
411,15379,Motor,112785.75,Rejected,40.0,East,2024-06-18,2024-07-28
412,15970,Motor,193691.18,Approved,27.0,West,2024-06-23,2024-07-20
413,18666,Health,199248.63,Approved,4.0,South,2024-12-12,2024-12-16
414,19838,Property,27726.2,Approved,25.0,North,2024-06-18,2024-07-13
415,11958,Motor,170661.03,Approved,35.0,East,2024-01-02,2024-02-06
416,16679,Health,102465.34,Approved,35.0,North,2024-05-13,2024-06-17
417,17348,Health,80575.44,Approved,21.0,North,2024-05-06,2024-05-27
418,15884,Travel,124549.1,Approved,31.0,South,2024-02-15,2024-03-17
419,18540,Motor,15913.28,Approved,43.0,West,2024-07-12,2024-08-24
420,18828,Motor,103759.92,Approved,21.0,South,2024-12-27,2025-01-17
421,13614,Motor,174823.66,Approved,42.0,South,2024-07-27,2024-09-07
422,13820,Health,46625.0,Rejected,19.0,South,2024-10-22,2024-11-10
423,14322,Travel,88146.03,Approved,39.0,South,2024-02-27,2024-04-06
424,15467,Motor,188198.77,Approved,21.0,East,2024-03-18,2024-04-08
425,15502,Motor,88569.95,Pending,,West,2024-07-20,
426,16379,Property,74881.69,Approved,43.0,North,2024-10-15,2024-11-27
427,11204,Travel,90904.65,Rejected,26.0,North,2024-03-02,2024-03-28
428,16449,Property,106293.29,Rejected,42.0,West,2024-09-24,2024-11-05
429,18539,Health,128238.31,Rejected,42.0,North,2024-05-05,2024-06-16
430,11203,Motor,161135.1,Approved,4.0,West,2024-02-18,2024-02-22
431,16558,Health,93159.93,Rejected,44.0,North,2024-03-28,2024-05-11
432,10982,Health,164408.78,Rejected,20.0,South,2024-11-29,2024-12-19
433,18923,Motor,109075.53,Approved,11.0,North,2024-09-17,2024-09-28
434,16528,Health,71003.7,Approved,6.0,West,2024-06-27,2024-07-03
435,16655,Health,133300.41,Approved,23.0,West,2024-03-09,2024-04-01
436,15599,Motor,144955.84,Approved,10.0,West,2024-02-29,2024-03-10
437,15690,Health,113819.55,Approved,34.0,West,2024-10-28,2024-12-01
438,15905,Health,16039.92,Approved,16.0,West,2024-09-05,2024-09-21
439,16331,Property,38127.16,Approved,25.0,East,2024-06-17,2024-07-12
440,18644,Motor,60633.06,Approved,31.0,East,2024-09-25,2024-10-26
441,14073,Motor,60111.99,Approved,37.0,North,2024-12-29,2025-02-04
442,12894,Health,136317.06,Approved,40.0,West,2024-04-21,2024-05-31
443,12234,Motor,8577.99,Pending,,North,2024-04-09,
444,17631,Health,152357.95,Approved,16.0,West,2024-08-02,2024-08-18
445,15859,Health,56741.78,Approved,39.0,West,2024-04-22,2024-05-31
446,18355,Motor,65454.26,Approved,40.0,East,2024-04-06,2024-05-16
447,11447,Health,107942.42,Approved,23.0,East,2024-11-02,2024-11-25
448,10101,Health,47105.49,Rejected,4.0,South,2024-04-27,2024-05-01
449,17434,Motor,177471.91,Pending,,East,2024-02-05,
450,17320,Property,21646.91,Approved,30.0,South,2024-12-02,2025-01-01
451,19644,Travel,91654.56,Pending,,South,2024-12-24,
452,10535,Health,170637.34,Approved,3.0,South,2024-10-16,2024-10-19
453,17500,Health,125089.56,Approved,36.0,South,2024-10-30,2024-12-05
454,11700,Motor,62004.26,Approved,10.0,South,2024-12-25,2025-01-04
455,17039,Property,87048.24,Rejected,23.0,North,2024-12-12,2025-01-04
456,19655,Health,142805.4,Approved,20.0,East,2024-05-03,2024-05-23
457,17114,Health,194785.84,Approved,38.0,South,2024-02-09,2024-03-18
458,17469,Travel,179162.05,Rejected,11.0,West,2024-05-20,2024-05-31
459,16492,Motor,71774.4,Approved,22.0,East,2024-01-26,2024-02-17
460,14344,Travel,199648.59,Approved,18.0,East,2024-05-21,2024-06-08
461,11971,Motor,5683.41,Rejected,4.0,South,2024-12-17,2024-12-21
462,19644,Motor,10387.8,Approved,8.0,North,2024-12-01,2024-12-09
463,19785,Motor,165648.9,Approved,42.0,South,2024-02-26,2024-04-08
464,10712,Property,43895.22,Approved,38.0,North,2024-05-29,2024-07-06
465,13655,Travel,16850.01,Approved,37.0,West,2024-07-23,2024-08-29
466,16241,Health,51243.87,Approved,4.0,East,2024-03-16,2024-03-20
467,16472,Health,88089.53,Approved,14.0,West,2024-10-11,2024-10-25
468,17760,Health,147460.42,Approved,42.0,North,2024-07-28,2024-09-08
469,19640,Property,126745.43,Approved,31.0,North,2024-09-14,2024-10-15
470,13648,Motor,51336.14,Rejected,24.0,West,2024-09-15,2024-10-09
471,15124,Motor,103137.74,Pending,,North,2024-07-02,
472,18650,Motor,185611.75,Approved,31.0,West,2024-11-23,2024-12-24
473,12843,Health,163926.52,Approved,30.0,East,2024-01-11,2024-02-10
474,17973,Health,68022.01,Pending,,West,2024-06-08,
475,10592,Motor,196541.59,Approved,11.0,East,2024-09-16,2024-09-27
476,10497,Motor,143180.98,Approved,34.0,West,2024-03-28,2024-05-01
477,12134,Travel,17177.62,Pending,,North,2024-07-02,
478,12449,Motor,11856.34,Rejected,30.0,West,2024-01-16,2024-02-15
479,15412,Health,37839.55,Rejected,30.0,North,2024-08-31,2024-09-30
480,17448,Property,146931.89,Rejected,22.0,West,2024-03-26,2024-04-17
481,14292,Motor,40829.09,Approved,2.0,West,2024-07-17,2024-07-19
482,10026,Motor,104739.92,Approved,35.0,South,2024-01-10,2024-02-14
483,19909,Health,23185.72,Approved,33.0,North,2024-06-12,2024-07-15
484,12253,Travel,184572.8,Approved,15.0,South,2024-01-24,2024-02-08
485,13642,Health,72072.32,Approved,38.0,North,2024-03-04,2024-04-11
486,13655,Property,182085.75,Rejected,36.0,South,2024-11-07,2024-12-13
487,19475,Motor,189250.75,Rejected,25.0,East,2024-08-25,2024-09-19
488,11086,Health,6195.09,Approved,2.0,West,2024-12-10,2024-12-12
489,18022,Health,95506.36,Rejected,7.0,North,2024-08-25,2024-09-01
490,12015,Travel,9807.93,Rejected,5.0,North,2024-01-22,2024-01-27
491,15067,Motor,182195.09,Approved,39.0,West,2024-06-28,2024-08-06
492,19907,Travel,106089.47,Approved,2.0,North,2024-11-01,2024-11-03
493,17123,Health,19614.08,Approved,42.0,North,2024-02-16,2024-03-29
494,19918,Motor,26503.96,Approved,32.0,South,2024-10-05,2024-11-06
495,17084,Motor,79784.26,Approved,37.0,North,2024-08-11,2024-09-17
496,19099,Travel,188345.67,Approved,10.0,East,2024-08-05,2024-08-15
497,13463,Motor,140117.28,Approved,42.0,East,2024-08-24,2024-10-05
498,14341,Motor,174185.68,Approved,24.0,West,2024-07-22,2024-08-15
499,16421,Motor,76459.05,Pending,,North,2024-12-04,
500,14467,Travel,13426.67,Approved,30.0,West,2024-01-19,2024-02-18
501,19000,Health,194991.94,Rejected,22.0,East,2024-06-28,2024-07-20
502,12896,Health,8348.73,Approved,4.0,North,2024-06-10,2024-06-14
503,13128,Motor,189792.07,Approved,27.0,North,2024-10-11,2024-11-07
504,14255,Health,76892.1,Pending,,West,2024-03-01,
505,19342,Health,6967.63,Approved,21.0,East,2024-03-25,2024-04-15
506,16880,Travel,139385.66,Approved,14.0,North,2024-02-04,2024-02-18
507,11334,Property,196205.36,Rejected,42.0,West,2024-01-05,2024-02-16
508,18709,Motor,193297.02,Approved,24.0,East,2024-03-16,2024-04-09
509,17078,Health,36382.72,Approved,16.0,West,2024-09-09,2024-09-25
510,11288,Motor,40343.32,Approved,32.0,South,2024-01-07,2024-02-08
511,18937,Health,115280.09,Rejected,5.0,North,2024-06-17,2024-06-22
512,15647,Motor,129274.44,Approved,12.0,South,2024-05-09,2024-05-21
513,15928,Motor,149186.49,Approved,3.0,East,2024-05-17,2024-05-20
514,14802,Motor,40304.82,Approved,17.0,South,2024-12-23,2025-01-09
515,10697,Health,192006.38,Approved,32.0,South,2024-10-26,2024-11-27
516,10474,Motor,129554.15,Rejected,40.0,East,2024-11-21,2024-12-31
517,17696,Health,170174.15,Approved,44.0,West,2024-03-31,2024-05-14
518,16532,Motor,110312.81,Approved,5.0,South,2024-06-11,2024-06-16
519,18702,Motor,85783.99,Approved,29.0,West,2024-11-13,2024-12-12
520,18729,Health,195550.67,Rejected,17.0,South,2024-09-09,2024-09-26
521,12944,Motor,118513.67,Approved,40.0,West,2024-07-19,2024-08-28
522,15632,Motor,174040.35,Rejected,26.0,East,2024-01-20,2024-02-15
523,15384,Health,190892.02,Rejected,14.0,South,2024-08-16,2024-08-30
524,11366,Motor,136694.15,Approved,6.0,East,2024-06-11,2024-06-17
525,11061,Motor,112043.04,Approved,31.0,South,2024-06-13,2024-07-14
526,12307,Motor,5684.62,Approved,2.0,East,2024-08-19,2024-08-21
527,10307,Property,12803.83,Rejected,6.0,East,2024-11-23,2024-11-29
528,19188,Health,44165.99,Approved,15.0,South,2024-08-25,2024-09-09
529,19476,Health,41271.64,Approved,12.0,South,2024-04-29,2024-05-11
530,19321,Health,54677.97,Rejected,35.0,South,2024-12-16,2025-01-20
531,10303,Motor,64462.25,Approved,30.0,North,2024-04-16,2024-05-16
532,16486,Motor,75212.77,Approved,19.0,West,2024-09-06,2024-09-25
533,15566,Health,87004.85,Approved,16.0,North,2024-12-01,2024-12-17
534,15157,Motor,24278.94,Approved,26.0,North,2024-10-10,2024-11-05
535,13891,Motor,13260.58,Rejected,31.0,East,2024-07-16,2024-08-16
536,19046,Motor,136419.17,Approved,3.0,South,2024-08-07,2024-08-10
537,19937,Motor,109780.29,Approved,41.0,West,2024-05-30,2024-07-10
538,15724,Property,91608.12,Rejected,28.0,East,2024-10-12,2024-11-09
539,16280,Motor,128715.79,Approved,16.0,North,2024-09-21,2024-10-07
540,15350,Health,166397.48,Pending,,South,2024-08-07,
541,19009,Motor,88400.12,Pending,,East,2024-08-03,
542,19164,Property,130018.3,Approved,15.0,South,2024-11-10,2024-11-25
543,14133,Motor,190946.58,Approved,28.0,East,2024-06-04,2024-07-02
544,19370,Motor,168726.78,Rejected,4.0,South,2024-08-03,2024-08-07
545,10104,Health,88070.16,Approved,4.0,North,2024-11-30,2024-12-04
546,18446,Health,130719.78,Approved,14.0,West,2024-12-24,2025-01-07
547,17571,Motor,39528.83,Rejected,26.0,North,2024-04-23,2024-05-19
548,16601,Motor,114301.83,Approved,19.0,West,2024-06-09,2024-06-28
549,16671,Motor,196359.02,Rejected,2.0,South,2024-10-29,2024-10-31
550,18782,Motor,106071.45,Approved,40.0,East,2024-04-07,2024-05-17
551,18716,Motor,185889.47,Approved,6.0,North,2024-06-05,2024-06-11
552,18561,Motor,84430.31,Approved,3.0,West,2024-06-10,2024-06-13
553,12963,Motor,199774.74,Pending,,North,2024-02-11,
554,18855,Motor,117947.91,Approved,18.0,West,2024-06-28,2024-07-16
555,10689,Health,13242.45,Rejected,30.0,North,2024-10-29,2024-11-28
556,16743,Property,119417.19,Approved,43.0,West,2024-11-25,2025-01-07
557,12588,Health,58541.68,Approved,5.0,West,2024-02-20,2024-02-25
558,11535,Motor,11333.86,Approved,10.0,South,2024-09-08,2024-09-18
559,12028,Motor,165066.39,Approved,22.0,West,2024-12-15,2025-01-06
560,11856,Property,58767.28,Approved,44.0,South,2024-04-29,2024-06-12
561,13186,Motor,160326.97,Approved,13.0,West,2024-03-15,2024-03-28
562,12769,Motor,61202.43,Approved,13.0,East,2024-06-10,2024-06-23
563,16085,Health,42893.64,Pending,,East,2024-05-28,
564,16486,Health,194917.44,Approved,29.0,East,2024-05-02,2024-05-31
565,17241,Health,75520.84,Pending,,West,2024-05-20,
566,12987,Motor,122268.36,Approved,41.0,South,2024-06-30,2024-08-10
567,18135,Motor,123946.39,Approved,33.0,South,2024-10-03,2024-11-05
568,16090,Property,114292.33,Approved,14.0,West,2024-09-13,2024-09-27
569,19340,Motor,183365.67,Approved,35.0,East,2024-11-20,2024-12-25
570,10780,Health,136516.01,Approved,20.0,East,2024-09-01,2024-09-21
571,14405,Health,83727.94,Approved,15.0,South,2024-03-26,2024-04-10
572,12153,Health,173164.17,Approved,6.0,East,2024-03-11,2024-03-17
573,18747,Motor,40307.27,Rejected,28.0,North,2024-09-25,2024-10-23
574,13296,Motor,111126.17,Approved,29.0,South,2024-06-28,2024-07-27
575,13313,Health,190357.32,Rejected,27.0,East,2024-10-05,2024-11-01
576,14492,Travel,126952.54,Approved,11.0,South,2024-05-28,2024-06-08
577,16296,Property,164308.85,Approved,25.0,North,2024-01-06,2024-01-31
578,12583,Motor,132444.34,Approved,18.0,South,2024-05-27,2024-06-14
579,13043,Motor,168677.32,Approved,17.0,South,2024-11-27,2024-12-14
580,17569,Property,189175.14,Approved,18.0,South,2024-06-16,2024-07-04
581,15979,Health,58219.74,Approved,2.0,South,2024-01-09,2024-01-11
582,11169,Travel,38083.91,Approved,22.0,North,2024-06-26,2024-07-18
583,13262,Motor,99378.2,Approved,44.0,West,2024-10-10,2024-11-23
584,17036,Health,141863.17,Approved,23.0,South,2024-04-25,2024-05-18
585,16726,Health,49302.29,Approved,6.0,South,2024-04-05,2024-04-11
586,14022,Health,5799.78,Approved,37.0,East,2024-11-26,2025-01-02
587,18392,Motor,71872.35,Pending,,South,2024-12-09,
588,11890,Motor,193927.57,Rejected,10.0,East,2024-02-25,2024-03-06
589,18203,Health,140518.65,Approved,28.0,West,2024-07-25,2024-08-22
590,15171,Motor,83258.46,Rejected,13.0,North,2024-04-14,2024-04-27
591,19517,Motor,42552.34,Rejected,19.0,North,2024-02-04,2024-02-23
592,16664,Property,74437.49,Approved,36.0,West,2024-07-27,2024-09-01
593,17307,Motor,38118.69,Approved,16.0,North,2024-10-07,2024-10-23
594,16243,Travel,25729.64,Pending,,West,2024-12-20,
595,13556,Motor,181814.76,Approved,34.0,West,2024-05-26,2024-06-29
596,17304,Health,199541.82,Pending,,West,2024-10-13,
597,14966,Property,37002.32,Approved,41.0,North,2024-03-21,2024-05-01
598,10365,Motor,15631.9,Approved,31.0,East,2024-02-19,2024-03-21
599,18051,Motor,69297.57,Approved,27.0,West,2024-03-27,2024-04-23
600,10656,Motor,95023.54,Approved,22.0,South,2024-07-09,2024-07-31
601,18352,Motor,44940.14,Rejected,38.0,North,2024-10-29,2024-12-06
602,18366,Health,63777.86,Pending,,West,2024-01-01,
603,13470,Property,44169.79,Approved,32.0,West,2024-05-17,2024-06-18
604,14060,Motor,155980.81,Approved,18.0,South,2024-05-15,2024-06-02
605,15599,Motor,143952.7,Rejected,18.0,East,2024-12-27,2025-01-14
606,10544,Motor,128815.55,Approved,35.0,East,2024-06-02,2024-07-07
607,16426,Health,80507.48,Approved,25.0,East,2024-06-10,2024-07-05
608,11761,Motor,182262.98,Approved,34.0,West,2024-01-19,2024-02-22
609,10956,Health,194058.85,Rejected,5.0,West,2024-11-23,2024-11-28
610,18643,Health,38859.67,Rejected,10.0,West,2024-08-30,2024-09-09
611,18176,Health,48487.47,Approved,3.0,North,2024-05-08,2024-05-11
612,17791,Motor,107498.05,Approved,36.0,South,2024-06-24,2024-07-30
613,18273,Health,22793.86,Pending,,West,2024-10-06,
614,11236,Motor,90107.44,Approved,16.0,South,2024-03-24,2024-04-09
615,14911,Motor,118449.3,Approved,44.0,South,2024-08-09,2024-09-22
616,16277,Travel,106804.35,Approved,43.0,East,2024-11-20,2025-01-02
617,10446,Health,69527.17,Rejected,4.0,North,2024-05-24,2024-05-28
618,12165,Motor,110776.93,Approved,32.0,West,2024-04-15,2024-05-17
619,11619,Motor,191966.19,Approved,42.0,East,2024-11-20,2025-01-01
620,11793,Motor,45173.39,Approved,43.0,East,2024-01-11,2024-02-23
621,19365,Motor,132692.11,Approved,24.0,West,2024-06-14,2024-07-08
622,16005,Motor,13462.36,Approved,13.0,South,2024-07-14,2024-07-27
623,10645,Motor,17951.2,Approved,9.0,East,2024-08-18,2024-08-27
624,10378,Motor,112606.5,Approved,22.0,South,2024-05-26,2024-06-17
625,12655,Health,25463.14,Approved,22.0,North,2024-12-24,2025-01-15
626,17109,Health,9357.62,Approved,33.0,South,2024-08-25,2024-09-27
627,13584,Health,38445.03,Approved,18.0,North,2024-01-13,2024-01-31
628,11140,Motor,115145.59,Pending,,South,2024-08-06,
629,13735,Property,142151.49,Rejected,25.0,East,2024-09-13,2024-10-08
630,10661,Travel,44483.32,Approved,9.0,East,2024-01-02,2024-01-11
631,15436,Travel,135310.59,Rejected,19.0,North,2024-07-28,2024-08-16
632,18203,Travel,40582.88,Approved,12.0,West,2024-12-30,2025-01-11
633,15209,Property,124624.2,Pending,,North,2024-08-12,
634,10387,Health,85332.14,Approved,27.0,North,2024-07-12,2024-08-08
635,13023,Motor,132490.9,Approved,7.0,South,2024-07-14,2024-07-21
636,14735,Health,199035.29,Approved,18.0,South,2024-09-16,2024-10-04
637,18291,Health,187874.31,Approved,24.0,North,2024-02-26,2024-03-21
638,16471,Health,5834.94,Pending,,East,2024-04-22,
639,12771,Health,177660.56,Approved,38.0,South,2024-07-31,2024-09-07
640,14169,Motor,17965.71,Approved,29.0,West,2024-10-05,2024-11-03
641,17263,Motor,190844.08,Approved,17.0,South,2024-08-31,2024-09-17
642,16235,Property,59956.01,Rejected,13.0,South,2024-04-26,2024-05-09
643,14019,Health,79496.79,Approved,22.0,West,2024-03-27,2024-04-18
644,14270,Health,22869.45,Approved,25.0,North,2024-09-19,2024-10-14
645,15856,Motor,26893.19,Pending,,West,2024-10-26,
646,10034,Motor,146714.41,Approved,38.0,North,2024-04-22,2024-05-30
647,17618,Travel,189144.79,Approved,22.0,North,2024-06-12,2024-07-04
648,13380,Health,124095.96,Pending,,North,2024-01-04,
649,15476,Health,144590.75,Approved,3.0,West,2024-04-27,2024-04-30
650,17543,Motor,153584.1,Approved,38.0,North,2024-01-23,2024-03-01
651,13176,Health,56248.78,Approved,20.0,East,2024-08-20,2024-09-09
652,18367,Motor,13819.78,Rejected,29.0,West,2024-03-30,2024-04-28
653,12153,Health,5365.19,Approved,16.0,East,2024-09-11,2024-09-27
654,14687,Motor,73376.61,Pending,,North,2024-04-01,
655,11586,Motor,52085.52,Rejected,44.0,South,2024-06-03,2024-07-17
656,18056,Health,17151.96,Approved,29.0,North,2024-11-02,2024-12-01
657,15422,Property,40008.02,Rejected,36.0,East,2024-04-24,2024-05-30
658,13658,Motor,29277.29,Approved,33.0,East,2024-07-25,2024-08-27
659,10952,Travel,183401.28,Approved,29.0,West,2024-03-21,2024-04-19
660,16270,Motor,32352.11,Rejected,10.0,South,2024-04-12,2024-04-22
661,15365,Motor,109841.45,Pending,,West,2024-03-20,
662,12871,Motor,120655.66,Approved,5.0,East,2024-04-12,2024-04-17
663,12978,Motor,110980.44,Approved,42.0,North,2024-08-27,2024-10-08
664,12970,Health,24316.0,Approved,4.0,South,2024-09-21,2024-09-25
665,14908,Motor,67165.68,Approved,23.0,North,2024-02-02,2024-02-25
666,11959,Motor,14997.71,Approved,41.0,North,2024-02-04,2024-03-16
667,15182,Property,82155.63,Approved,40.0,South,2024-09-05,2024-10-15
668,10805,Motor,41776.79,Approved,26.0,West,2024-02-19,2024-03-16
669,13100,Health,114518.34,Approved,23.0,North,2024-10-06,2024-10-29
670,11575,Motor,140097.64,Approved,35.0,East,2024-08-29,2024-10-03
671,18791,Health,108763.37,Rejected,21.0,North,2024-05-31,2024-06-21
672,12615,Motor,89676.16,Rejected,37.0,South,2024-05-26,2024-07-02
673,18803,Motor,80530.02,Approved,38.0,South,2024-02-08,2024-03-17
674,15626,Motor,169129.89,Approved,40.0,South,2024-07-07,2024-08-16
675,18752,Motor,47776.77,Approved,28.0,West,2024-01-25,2024-02-22
676,10626,Motor,148172.58,Approved,33.0,North,2024-08-31,2024-10-03
677,16884,Health,152709.05,Approved,43.0,West,2024-08-10,2024-09-22
678,12811,Travel,86744.0,Rejected,30.0,West,2024-08-17,2024-09-16
679,11610,Travel,62973.62,Approved,42.0,South,2024-06-01,2024-07-13
680,18866,Health,96755.59,Approved,33.0,South,2024-10-14,2024-11-16
681,10048,Motor,23176.72,Approved,25.0,West,2024-04-17,2024-05-12
682,11386,Motor,13956.36,Approved,4.0,North,2024-02-02,2024-02-06
